#{"t_start": 1754825888.5967047, "env_id": "None"}
r,l,t
-10.0,1,2789.90297
-10.0,1,2789.921302
-10.0,1,2789.946179
-10.0,1,2789.964889
-10.0,1,2789.994276
-10.0,1,2790.012094
-10.0,1,2790.036085
-10.0,1,2790.054795
-10.0,1,2790.082731
-10.0,1,2790.103636
-10.0,1,2790.127601
-10.0,1,2790.145413
-10.0,1,2790.1739
-10.0,1,2790.195252
-10.0,1,2790.22166
-10.0,1,2790.239345
-10.0,1,2790.267823
-10.0,1,2790.285899
-10.0,1,2790.312925
-10.0,1,2790.330712
-10.0,1,2790.360699
-10.0,1,2790.3791
-10.0,1,2790.403224
-10.0,1,2790.425745
-10.0,1,2790.451311
-10.0,1,2790.47244
-10.0,1,2790.496408
-10.0,1,2790.516204
-10.0,1,2790.543132
-10.0,1,2790.560996
-10.0,1,2790.585174
-10.0,1,2790.604031
-10.0,1,2790.632697
-10.0,1,2790.650956
-10.0,1,2790.674726
-10.0,1,2790.693946
-10.0,1,2790.723647
-10.0,1,2790.741444
-10.0,1,2790.766354
-10.0,1,2790.784362
-10.0,1,2790.811154
-10.0,1,2790.834426
-10.0,1,2790.859899
-10.0,1,2790.878033
-10.0,1,2790.905734
-10.0,1,2790.92387
-10.0,1,2790.949747
-10.0,1,2790.968854
-10.0,1,2790.996708
-10.0,1,2791.015057
-10.0,1,2791.042107
-10.0,1,2791.060846
-10.0,1,2791.088444
-10.0,1,2791.109731
-10.0,1,2791.135397
-10.0,1,2791.155324
-10.0,1,2791.182374
-10.0,1,2791.204715
-10.0,1,2791.230166
-10.0,1,2791.250335
-10.0,1,2791.277507
-10.0,1,2791.295639
-10.0,1,2791.320378
-10.0,1,2791.338745
-10.0,1,2791.368572
-10.0,1,2791.386839
-10.0,1,2791.41128
-10.0,1,2791.429654
-10.0,1,2791.463039
-10.0,1,2791.480934
-10.0,1,2791.507033
-10.0,1,2791.52465
-10.0,1,2791.552131
-10.0,1,2791.572831
-10.0,1,2791.59779
-10.0,1,2791.615517
-10.0,1,2791.645512
-10.0,1,2791.665141
-10.0,1,2791.689767
-10.0,1,2791.710273
-10.0,1,2791.738492
-10.0,1,2791.756112
-10.0,1,2791.782338
-10.0,1,2791.801121
-10.0,1,2791.835019
-10.0,1,2791.856924
-10.0,1,2791.88798
-10.0,1,2791.908621
-10.0,1,2791.937876
-10.0,1,2791.955914
-10.0,1,2791.98201
-10.0,1,2792.000595
-10.0,1,2792.027479
-10.0,1,2792.045877
-10.0,1,2792.071046
-10.0,1,2792.091674
-10.0,1,2792.119581
-10.0,1,2792.148924
-10.0,1,2792.173835
-10.0,1,2792.200434
-10.0,1,2792.228812
-10.0,1,2792.247503
-10.0,1,2792.272332
-10.0,1,2792.292148
-10.0,1,2792.319866
-10.0,1,2792.337923
-10.0,1,2792.362546
-10.0,1,2792.381126
-10.0,1,2792.412183
-10.0,1,2792.430528
-10.0,1,2792.455106
-10.0,1,2792.476189
-10.0,1,2792.506032
-10.0,1,2792.524394
-10.0,1,2792.549392
-10.0,1,2792.567392
-10.0,1,2792.59479
-10.0,1,2792.619573
-10.0,1,2792.643926
-10.0,1,2792.662822
-10.0,1,2792.690371
-10.0,1,2792.712839
-10.0,1,2792.736788
-10.0,1,2792.755982
-10.0,1,2792.784022
-10.0,1,2792.803176
-10.0,1,2792.82987
-10.0,1,2792.851585
-10.0,1,2792.879996
-10.0,1,2792.898055
-10.0,1,2792.926087
-10.0,1,2792.944867
-10.0,1,2792.972722
-10.0,1,2792.990341
-10.0,1,2793.014932
-10.0,1,2793.035902
-10.0,1,2793.064143
-10.0,1,2793.083352
-10.0,1,2793.108037
-10.0,1,2793.128813
-10.0,1,2793.158387
-10.0,1,2793.176766
-10.0,1,2793.204973
-10.0,1,2793.223288
-10.0,1,2793.252776
-10.0,1,2793.272005
-10.0,1,2793.296223
-10.0,1,2793.314999
-10.0,1,2793.344082
-10.0,1,2793.362577
-10.0,1,2793.386958
-10.0,1,2793.404937
-10.0,1,2793.436843
-10.0,1,2793.454561
-10.0,1,2793.481386
-10.0,1,2793.499263
-10.0,1,2793.52861
-10.0,1,2793.548304
-10.0,1,2793.57272
-10.0,1,2793.590891
-10.0,1,2793.618172
-10.0,1,2793.636456
-10.0,1,2793.663447
-10.0,1,2793.683035
-10.0,1,2793.71069
-10.0,1,2793.728714
-10.0,1,2793.756117
-10.0,1,2793.774154
-10.0,1,2793.802578
-10.0,1,2793.820601
-10.0,1,2793.846652
-10.0,1,2793.868009
-10.0,1,2793.896319
-10.0,1,2793.91582
-10.0,1,2793.940531
-10.0,1,2793.961112
-10.0,1,2793.988518
-10.0,1,2794.006731
-10.0,1,2794.032716
-10.0,1,2794.051394
-10.0,1,2794.081393
-10.0,1,2794.099075
-10.0,1,2794.123883
-10.0,1,2794.142009
-10.0,1,2794.171245
-10.0,1,2794.18935
-10.0,1,2794.216053
-10.0,1,2794.234139
-10.0,1,2794.261996
-10.0,1,2794.282867
-10.0,1,2794.307164
-10.0,1,2794.326296
-10.0,1,2794.354025
-10.0,1,2794.373865
-10.0,1,2794.398249
-10.0,1,2794.418529
-10.0,1,2794.447694
-10.0,1,2794.469876
-10.0,1,2794.495656
-10.0,1,2794.514013
-10.0,1,2794.541959
-10.0,1,2794.560859
-10.0,1,2794.587385
-10.0,1,2794.60526
-10.0,1,2794.633615
-10.0,1,2794.651942
-10.0,1,2794.67687
-10.0,1,2794.697137
-10.0,1,2794.725412
-10.0,1,2794.743841
-10.0,1,2794.768439
-10.0,1,2794.787334
-10.0,1,2794.81654
-10.0,1,2794.83555
-10.0,1,2794.863552
-10.0,1,2794.881974
-10.0,1,2794.911344
-10.0,1,2794.929842
-10.0,1,2794.957868
-10.0,1,2794.975654
-10.0,1,2795.004405
-10.0,1,2795.02241
-10.0,1,2795.047289
-10.0,1,2795.066017
-10.0,1,2795.094759
-10.0,1,2795.115982
-10.0,1,2795.140199
-10.0,1,2795.15805
-10.0,1,2795.185158
-10.0,1,2795.209372
-10.0,1,2795.234529
-10.0,1,2795.252787
-10.0,1,2795.280992
-10.0,1,2795.299372
-10.0,1,2795.326778
-10.0,1,2795.345468
-10.0,1,2795.373222
-10.0,1,2795.391457
-10.0,1,2795.417627
-10.0,1,2795.4358
-10.0,1,2795.467874
-10.0,1,2795.485668
-10.0,1,2795.510288
-10.0,1,2795.53086
-10.0,1,2795.558658
-10.0,1,2795.577542
-10.0,1,2795.602517
-10.0,1,2795.620581
-10.0,1,2795.650629
-10.0,1,2795.668875
-10.0,1,2795.693409
-10.0,1,2795.714002
-10.0,1,2795.743368
-10.0,1,2795.761714
-10.0,1,2795.786413
-10.0,1,2795.804871
-10.0,1,2795.83567
-10.0,1,2795.854805
-10.0,1,2795.881382
-10.0,1,2795.900134
-10.0,1,2795.930386
-10.0,1,2795.950502
-10.0,1,2795.976111
-10.0,1,2795.994077
-10.0,1,2796.022479
-10.0,1,2796.042664
-10.0,1,2796.068391
-10.0,1,2796.086798
-10.0,1,2796.114131
-10.0,1,2796.133094
-10.0,1,2796.160763
-10.0,1,2796.178707
-10.0,1,2796.209126
-10.0,1,2796.228419
-10.0,1,2796.254828
-10.0,1,2796.273901
-10.0,1,2796.301463
-10.0,1,2796.319791
-10.0,1,2796.344854
-10.0,1,2796.365576
-10.0,1,2796.393219
-10.0,1,2796.41172
-10.0,1,2796.436187
-10.0,1,2796.455476
-10.0,1,2796.488149
-10.0,1,2796.506063
-10.0,1,2796.531205
-10.0,1,2796.549797
-10.0,1,2796.579115
-10.0,1,2796.59737
-10.0,1,2796.622199
-10.0,1,2796.640927
-10.0,1,2796.670757
-10.0,1,2796.689328
-10.0,1,2796.714836
-10.0,1,2796.734911
-10.0,1,2796.762499
-10.0,1,2796.783785
-10.0,1,2796.807969
-10.0,1,2796.826163
-10.0,1,2796.854314
-10.0,1,2796.87589
-10.0,1,2796.900282
-10.0,1,2796.918997
-10.0,1,2796.947171
-10.0,1,2796.965207
-10.0,1,2796.994147
-10.0,1,2797.012669
-10.0,1,2797.04228
-10.0,1,2797.062219
-10.0,1,2797.090003
-10.0,1,2797.109094
-10.0,1,2797.140073
-10.0,1,2797.158656
-10.0,1,2797.183257
-10.0,1,2797.20672
-10.0,1,2797.236198
-10.0,1,2797.254377
-10.0,1,2797.27951
-10.0,1,2797.299304
-10.0,1,2797.327004
-10.0,1,2797.346022
-10.0,1,2797.370755
-10.0,1,2797.389033
-10.0,1,2797.419383
-10.0,1,2797.438387
-10.0,1,2797.466347
-10.0,1,2797.485137
-10.0,1,2797.516525
-10.0,1,2797.535823
-10.0,1,2797.560547
-10.0,1,2797.57935
-10.0,1,2797.610219
-10.0,1,2797.628527
-10.0,1,2797.653373
-10.0,1,2797.672262
-10.0,1,2797.701844
-10.0,1,2797.725861
-10.0,1,2797.754003
-10.0,1,2797.776373
-10.0,1,2797.805966
-10.0,1,2797.82884
-10.0,1,2797.853111
-10.0,1,2797.872718
-10.0,1,2797.903717
-10.0,1,2797.927248
-10.0,1,2797.951773
-10.0,1,2797.971136
-10.0,1,2797.998857
-10.0,1,2798.016903
-10.0,1,2798.043172
-10.0,1,2798.062691
-10.0,1,2798.090909
-10.0,1,2798.109702
-10.0,1,2798.139621
-10.0,1,2798.15789
-10.0,1,2798.183337
-10.0,1,2798.203558
-10.0,1,2798.227759
-10.0,1,2798.246713
-10.0,1,2798.275605
-10.0,1,2798.29294
-10.0,1,2798.317875
-10.0,1,2798.336507
-10.0,1,2798.366119
-10.0,1,2798.384316
-10.0,1,2798.408804
-10.0,1,2798.426954
-10.0,1,2798.457091
-10.0,1,2798.476539
-10.0,1,2798.500903
-10.0,1,2798.521045
-10.0,1,2798.551916
-10.0,1,2798.570212
-10.0,1,2798.594655
-10.0,1,2798.612273
-10.0,1,2798.640019
-10.0,1,2798.660576
-10.0,1,2798.685426
-10.0,1,2798.704611
-10.0,1,2798.732863
-10.0,1,2798.751332
-10.0,1,2798.778144
-10.0,1,2798.796049
-10.0,1,2798.823954
-10.0,1,2798.84227
-10.0,1,2798.868926
-10.0,1,2798.889394
-10.0,1,2798.916392
-10.0,1,2798.934743
-10.0,1,2798.960274
-10.0,1,2798.980129
-10.0,1,2799.007989
-10.0,1,2799.028029
-10.0,1,2799.05232
-10.0,1,2799.072668
-10.0,1,2799.099768
-10.0,1,2799.118812
-10.0,1,2799.147919
-10.0,1,2799.167642
-10.0,1,2799.202425
-10.0,1,2799.221519
-10.0,1,2799.245952
-10.0,1,2799.266725
-10.0,1,2799.295645
-10.0,1,2799.313473
-10.0,1,2799.337785
-10.0,1,2799.356099
-10.0,1,2799.389122
-10.0,1,2799.407198
-10.0,1,2799.431553
-10.0,1,2799.449578
-10.0,1,2799.481385
-10.0,1,2799.501144
-10.0,1,2799.526011
-10.0,1,2799.545923
-10.0,1,2799.573163
-10.0,1,2799.59098
-10.0,1,2799.616952
-10.0,1,2799.634871
-10.0,1,2799.662046
-10.0,1,2799.6801
-10.0,1,2799.70684
-10.0,1,2799.724791
-10.0,1,2799.755257
-10.0,1,2799.776577
-10.0,1,2799.80648
-10.0,1,2799.825136
-10.0,1,2799.854815
-10.0,1,2799.873214
-10.0,1,2799.90141
-10.0,1,2799.924895
-10.0,1,2799.956573
-10.0,1,2799.977299
-10.0,1,2800.00808
-10.0,1,2800.030993
-10.0,1,2800.061482
-10.0,1,2800.081676
-10.0,1,2800.10716
-10.0,1,2800.127961
-10.0,1,2800.157608
-10.0,1,2800.178517
-10.0,1,2800.208436
-10.0,1,2800.23271
-10.0,1,2800.264983
-10.0,1,2800.284619
-10.0,1,2800.31309
-10.0,1,2800.336316
-10.0,1,2800.367407
-10.0,1,2800.387319
-10.0,1,2800.414949
-10.0,1,2800.437037
-10.0,1,2800.471635
-10.0,1,2800.492351
-10.0,1,2800.520141
-10.0,1,2800.542398
-10.0,1,2800.572773
-10.0,1,2800.593127
-10.0,1,2800.622399
-10.0,1,2800.646356
-10.0,1,2800.67885
-10.0,1,2800.7068
-10.0,1,2800.731618
-10.0,1,2800.753036
-10.0,1,2800.78077
-10.0,1,2800.799293
-10.0,1,2800.82512
-10.0,1,2800.844302
-10.0,1,2800.87615
-10.0,1,2800.899578
-10.0,1,2800.931989
-10.0,1,2800.956574
-10.0,1,2800.996708
-10.0,1,2801.018011
-10.0,1,2801.04888
-10.0,1,2801.076703
-10.0,1,2801.1087
-10.0,1,2801.132087
-10.0,1,2801.171153
-10.0,1,2801.192677
-10.0,1,2801.222616
-10.0,1,2801.241008
-10.0,1,2801.269584
-10.0,1,2801.288548
-10.0,1,2801.317662
-10.0,1,2801.340276
-10.0,1,2801.367884
-10.0,1,2801.389194
-10.0,1,2801.417363
-10.0,1,2801.435509
-10.0,1,2801.464853
-10.0,1,2801.487883
-10.0,1,2801.532747
-10.0,1,2801.55504
-10.0,1,2801.581763
-10.0,1,2801.599169
-10.0,1,2801.629164
-10.0,1,2801.64877
-10.0,1,2801.674415
-10.0,1,2801.695244
-10.0,1,2801.72408
-10.0,1,2801.742769
-10.0,1,2801.770769
-10.0,1,2801.794033
-10.0,1,2801.828671
-10.0,1,2801.849677
-10.0,1,2801.877276
-10.0,1,2801.898846
-10.0,1,2801.92937
-10.0,1,2801.949021
-10.0,1,2801.976336
-10.0,1,2801.998397
-10.0,1,2802.028451
-10.0,1,2802.046834
-10.0,1,2802.072406
-10.0,1,2802.090627
-10.0,1,2802.120267
-10.0,1,2802.139886
-10.0,1,2802.165969
-10.0,1,2802.18442
-10.0,1,2802.218113
-10.0,1,2802.236765
-10.0,1,2802.261807
-10.0,1,2802.280234
-10.0,1,2802.307267
-10.0,1,2802.329302
-10.0,1,2802.354996
-10.0,1,2802.373988
-10.0,1,2802.402535
-10.0,1,2802.423591
-10.0,1,2802.447843
-10.0,1,2802.469681
-10.0,1,2802.49684
-10.0,1,2802.51471
-10.0,1,2802.541037
-10.0,1,2802.559925
-10.0,1,2802.587725
-10.0,1,2802.605324
-10.0,1,2802.631897
-10.0,1,2802.65355
-10.0,1,2802.68335
-10.0,1,2802.707195
-10.0,1,2802.737917
-10.0,1,2802.75802
-10.0,1,2802.79551
-10.0,1,2802.817363
-10.0,1,2802.847387
-10.0,1,2802.867327
-10.0,1,2802.898039
-10.0,1,2802.923895
-10.0,1,2802.956916
-10.0,1,2802.984771
-10.0,1,2803.022285
-10.0,1,2803.043977
-10.0,1,2803.069734
-10.0,1,2803.089473
-10.0,1,2803.121168
-10.0,1,2803.142066
-10.0,1,2803.172731
-10.0,1,2803.197423
-10.0,1,2803.228298
-10.0,1,2803.248122
-10.0,1,2803.278121
-10.0,1,2803.29776
-10.0,1,2803.332587
-10.0,1,2803.366675
-10.0,1,2803.394964
-10.0,1,2803.415966
-10.0,1,2803.446934
-10.0,1,2803.474233
-10.0,1,2803.501578
-10.0,1,2803.521343
-10.0,1,2803.552551
-10.0,1,2803.573752
-10.0,1,2803.598918
-10.0,1,2803.617706
-10.0,1,2803.647252
-10.0,1,2803.667312
-10.0,1,2803.694454
-10.0,1,2803.713084
-10.0,1,2803.741894
-10.0,1,2803.762484
-10.0,1,2803.788555
-10.0,1,2803.806387
-10.0,1,2803.833747
-10.0,1,2803.852233
-10.0,1,2803.87629
-10.0,1,2803.897228
-10.0,1,2803.931133
-10.0,1,2803.950328
-10.0,1,2803.975896
-10.0,1,2803.997269
-10.0,1,2804.026241
-10.0,1,2804.045325
-10.0,1,2804.074537
-10.0,1,2804.095314
-10.0,1,2804.124008
-10.0,1,2804.142485
-10.0,1,2804.169751
-10.0,1,2804.188554
-10.0,1,2804.22279
-10.0,1,2804.240716
-10.0,1,2804.266106
-10.0,1,2804.284481
-10.0,1,2804.313473
-10.0,1,2804.331505
-10.0,1,2804.356791
-10.0,1,2804.374667
-10.0,1,2804.40174
-10.0,1,2804.423014
-10.0,1,2804.447056
-10.0,1,2804.469046
-10.0,1,2804.496089
-10.0,1,2804.515829
-10.0,1,2804.539973
-10.0,1,2804.559263
-10.0,1,2804.586595
-10.0,1,2804.604615
-10.0,1,2804.630987
-10.0,1,2804.650103
-10.0,1,2804.67944
-10.0,1,2804.698009
-10.0,1,2804.723976
-10.0,1,2804.743315
-10.0,1,2804.771759
-10.0,1,2804.790087
-10.0,1,2804.818045
-10.0,1,2804.835953
-10.0,1,2804.861128
-10.0,1,2804.87863
-10.0,1,2804.902246
-10.0,1,2804.923634
-10.0,1,2804.954394
-10.0,1,2804.972481
-10.0,1,2804.996657
-10.0,1,2805.014503
-10.0,1,2805.044487
-10.0,1,2805.063477
-10.0,1,2805.087471
-10.0,1,2805.106349
-10.0,1,2805.133476
-10.0,1,2805.15363
-10.0,1,2805.180872
-10.0,1,2805.202034
-10.0,1,2805.230389
-10.0,1,2805.250599
-10.0,1,2805.276193
-10.0,1,2805.293752
-10.0,1,2805.321133
-10.0,1,2805.339041
-10.0,1,2805.366271
-10.0,1,2805.384161
-10.0,1,2805.411101
-10.0,1,2805.429697
-10.0,1,2805.457649
-10.0,1,2805.479748
-10.0,1,2805.506513
-10.0,1,2805.52522
-10.0,1,2805.551691
-10.0,1,2805.573713
-10.0,1,2805.601226
-10.0,1,2805.620536
-10.0,1,2805.645282
-10.0,1,2805.66568
-10.0,1,2805.695167
-10.0,1,2805.713226
-10.0,1,2805.737242
-10.0,1,2805.755792
-10.0,1,2805.784789
-10.0,1,2805.803009
-10.0,1,2805.828477
-10.0,1,2805.846222
-10.0,1,2805.876621
-10.0,1,2805.895415
-10.0,1,2805.921433
-10.0,1,2805.945668
-10.0,1,2805.975941
-10.0,1,2805.994069
-10.0,1,2806.019101
-10.0,1,2806.037122
-10.0,1,2806.065095
-10.0,1,2806.085765
-10.0,1,2806.109664
-10.0,1,2806.128614
-10.0,1,2806.157913
-10.0,1,2806.17555
-10.0,1,2806.207014
-10.0,1,2806.226126
-10.0,1,2806.254906
-10.0,1,2806.27308
-10.0,1,2806.298855
-10.0,1,2806.316476
-10.0,1,2806.345499
-10.0,1,2806.363814
-10.0,1,2806.387841
-10.0,1,2806.407446
-10.0,1,2806.434292
-10.0,1,2806.45295
-10.0,1,2806.481743
-10.0,1,2806.502108
-10.0,1,2806.52893
-10.0,1,2806.546997
-10.0,1,2806.571271
-10.0,1,2806.589327
-10.0,1,2806.616642
-10.0,1,2806.633037
-10.0,1,2806.657082
-10.0,1,2806.675128
-10.0,1,2806.709866
-10.0,1,2806.726949
-10.0,1,2806.751982
-10.0,1,2806.770207
-10.0,1,2806.797902
-10.0,1,2806.818964
-10.0,1,2806.843187
-10.0,1,2806.861929
-10.0,1,2806.88902
-10.0,1,2806.907197
-10.0,1,2806.935755
-10.0,1,2806.956521
-10.0,1,2806.98469
-10.0,1,2807.003425
-10.0,1,2807.03375
-10.0,1,2807.052548
-10.0,1,2807.081297
-10.0,1,2807.101457
-10.0,1,2807.129477
-10.0,1,2807.150409
-10.0,1,2807.179983
-10.0,1,2807.20347
-10.0,1,2807.234976
-10.0,1,2807.254133
-10.0,1,2807.284598
-10.0,1,2807.30385
-10.0,1,2807.330052
-10.0,1,2807.352964
-10.0,1,2807.38061
-10.0,1,2807.399435
-10.0,1,2807.424656
-10.0,1,2807.444975
-10.0,1,2807.477173
-10.0,1,2807.494931
-10.0,1,2807.519056
-10.0,1,2807.536685
-10.0,1,2807.566228
-10.0,1,2807.584626
-10.0,1,2807.608498
-10.0,1,2807.627196
-10.0,1,2807.659498
-10.0,1,2807.676761
-10.0,1,2807.701154
-10.0,1,2807.719577
-10.0,1,2807.748231
-10.0,1,2807.767461
-10.0,1,2807.792607
-10.0,1,2807.810969
-10.0,1,2807.837702
-10.0,1,2807.859614
-10.0,1,2807.884575
-10.0,1,2807.902543
-10.0,1,2807.935475
-10.0,1,2807.952905
-10.0,1,2807.980022
-10.0,1,2807.998414
-10.0,1,2808.025925
-10.0,1,2808.044376
-10.0,1,2808.071836
-10.0,1,2808.089651
-10.0,1,2808.117295
-10.0,1,2808.135235
-10.0,1,2808.160933
-10.0,1,2808.181163
-10.0,1,2808.214413
-10.0,1,2808.234705
-10.0,1,2808.264354
-10.0,1,2808.284821
-10.0,1,2808.314114
-10.0,1,2808.333268
-10.0,1,2808.360219
-10.0,1,2808.381386
-10.0,1,2808.410206
-10.0,1,2808.429956
-10.0,1,2808.455208
-10.0,1,2808.478744
-10.0,1,2808.509957
-10.0,1,2808.530062
-10.0,1,2808.556533
-10.0,1,2808.576323
-10.0,1,2808.61052
-10.0,1,2808.629814
-10.0,1,2808.656093
-10.0,1,2808.675123
-10.0,1,2808.712043
-10.0,1,2808.729521
-10.0,1,2808.760186
-10.0,1,2808.780914
-10.0,1,2808.813481
-10.0,1,2808.83361
-10.0,1,2808.861428
-10.0,1,2808.882085
-10.0,1,2808.914638
-10.0,1,2808.936048
-10.0,1,2808.964869
-10.0,1,2808.986135
-10.0,1,2809.02344
-10.0,1,2809.044985
-10.0,1,2809.073993
-10.0,1,2809.094941
-10.0,1,2809.129066
-10.0,1,2809.146297
-10.0,1,2809.170931
-10.0,1,2809.188451
-10.0,1,2809.223301
-10.0,1,2809.241303
-10.0,1,2809.269531
-10.0,1,2809.288397
-10.0,1,2809.315666
-10.0,1,2809.336123
-10.0,1,2809.360327
-10.0,1,2809.379206
-10.0,1,2809.407366
-10.0,1,2809.430548
-10.0,1,2809.456573
-10.0,1,2809.479194
-10.0,1,2809.507591
-10.0,1,2809.529372
-10.0,1,2809.556099
-10.0,1,2809.575606
-10.0,1,2809.602943
-10.0,1,2809.620123
-10.0,1,2809.64826
-10.0,1,2809.667655
-10.0,1,2809.697605
-10.0,1,2809.717616
-10.0,1,2809.748086
-10.0,1,2809.769039
-10.0,1,2809.802006
-10.0,1,2809.821796
-10.0,1,2809.851813
-10.0,1,2809.872199
-10.0,1,2809.902517
-10.0,1,2809.92284
-10.0,1,2809.957911
-10.0,1,2809.977505
-10.0,1,2810.006295
-10.0,1,2810.026121
-10.0,1,2810.054626
-10.0,1,2810.074306
-10.0,1,2810.102981
-10.0,1,2810.122698
-10.0,1,2810.14826
-10.0,1,2810.170442
-10.0,1,2810.203309
-10.0,1,2810.223939
-10.0,1,2810.250199
-10.0,1,2810.273001
-10.0,1,2810.303764
-10.0,1,2810.322773
-10.0,1,2810.349111
-10.0,1,2810.370182
-10.0,1,2810.399674
-10.0,1,2810.418974
-10.0,1,2810.444835
-10.0,1,2810.470366
-10.0,1,2810.498149
-10.0,1,2810.517266
-10.0,1,2810.544555
-10.0,1,2810.564554
-10.0,1,2810.595721
-10.0,1,2810.614461
-10.0,1,2810.639917
-10.0,1,2810.658235
-10.0,1,2810.687249
-10.0,1,2810.704849
-10.0,1,2810.729316
-10.0,1,2810.746913
-10.0,1,2810.773712
-10.0,1,2810.794745
-10.0,1,2810.818835
-10.0,1,2810.836616
-10.0,1,2810.864166
-10.0,1,2810.881849
-10.0,1,2810.907876
-10.0,1,2810.925797
-10.0,1,2810.956625
-10.0,1,2810.975076
-10.0,1,2811.002595
-10.0,1,2811.020287
-10.0,1,2811.048712
-10.0,1,2811.067112
-10.0,1,2811.091555
-10.0,1,2811.11122
-10.0,1,2811.138269
-10.0,1,2811.158476
-10.0,1,2811.183073
-10.0,1,2811.20744
-10.0,1,2811.235368
-10.0,1,2811.253803
-10.0,1,2811.279966
-10.0,1,2811.29871
-10.0,1,2811.328045
-10.0,1,2811.346026
-10.0,1,2811.370028
-10.0,1,2811.388311
-10.0,1,2811.420253
-10.0,1,2811.437875
-10.0,1,2811.465547
-10.0,1,2811.484512
-10.0,1,2811.514814
-10.0,1,2811.534119
-10.0,1,2811.559055
-10.0,1,2811.577826
-10.0,1,2811.606267
-10.0,1,2811.626006
-10.0,1,2811.651125
-10.0,1,2811.669656
-10.0,1,2811.697073
-10.0,1,2811.715235
-10.0,1,2811.741754
-10.0,1,2811.759491
-10.0,1,2811.787264
-10.0,1,2811.807552
-10.0,1,2811.833917
-10.0,1,2811.852419
-10.0,1,2811.879292
-10.0,1,2811.897985
-10.0,1,2811.922753
-10.0,1,2811.943893
-10.0,1,2811.974205
-10.0,1,2811.993826
-10.0,1,2812.018474
-10.0,1,2812.038712
-10.0,1,2812.066977
-10.0,1,2812.085243
-10.0,1,2812.109667
-10.0,1,2812.127946
-10.0,1,2812.157318
-10.0,1,2812.17533
-10.0,1,2812.204909
-10.0,1,2812.224437
-10.0,1,2812.254107
-10.0,1,2812.272338
-10.0,1,2812.297578
-10.0,1,2812.317883
-10.0,1,2812.347444
-10.0,1,2812.365554
-10.0,1,2812.390649
-10.0,1,2812.409016
-10.0,1,2812.436619
-10.0,1,2812.457536
-10.0,1,2812.485773
-10.0,1,2812.504076
-10.0,1,2812.531322
-10.0,1,2812.54936
-10.0,1,2812.576462
-10.0,1,2812.594714
-10.0,1,2812.622488
-10.0,1,2812.641429
-10.0,1,2812.667863
-10.0,1,2812.686725
-10.0,1,2812.71377
-10.0,1,2812.733038
-10.0,1,2812.75878
-10.0,1,2812.779988
-10.0,1,2812.808482
-10.0,1,2812.829383
-10.0,1,2812.853627
-10.0,1,2812.873318
-10.0,1,2812.90074
-10.0,1,2812.919177
-10.0,1,2812.943608
-10.0,1,2812.964833
-10.0,1,2812.995704
-10.0,1,2813.016396
-10.0,1,2813.04339
-10.0,1,2813.064508
-10.0,1,2813.095812
-10.0,1,2813.115311
-10.0,1,2813.141441
-10.0,1,2813.161047
-10.0,1,2813.196872
-10.0,1,2813.216941
-10.0,1,2813.242667
-10.0,1,2813.262613
-10.0,1,2813.294102
-10.0,1,2813.313346
-10.0,1,2813.341095
-10.0,1,2813.361019
-10.0,1,2813.392229
-10.0,1,2813.41207
-10.0,1,2813.437993
-10.0,1,2813.457588
-10.0,1,2813.492522
-10.0,1,2813.510957
-10.0,1,2813.536169
-10.0,1,2813.555851
-10.0,1,2813.584524
-10.0,1,2813.604961
-10.0,1,2813.630134
-10.0,1,2813.64876
-10.0,1,2813.676098
-10.0,1,2813.694427
-10.0,1,2813.722091
-10.0,1,2813.744352
-10.0,1,2813.772265
-10.0,1,2813.790843
-10.0,1,2813.817143
-10.0,1,2813.83698
-10.0,1,2813.864135
-10.0,1,2813.882368
-10.0,1,2813.909108
-10.0,1,2813.927068
-10.0,1,2813.954616
-10.0,1,2813.975525
-10.0,1,2814.001372
-10.0,1,2814.022078
-10.0,1,2814.049007
-10.0,1,2814.068247
-10.0,1,2814.092902
-10.0,1,2814.111169
-10.0,1,2814.140422
-10.0,1,2814.1589
-10.0,1,2814.182665
-10.0,1,2814.204696
-10.0,1,2814.234229
-10.0,1,2814.252191
-10.0,1,2814.278524
-10.0,1,2814.296645
-10.0,1,2814.325977
-10.0,1,2814.348601
-10.0,1,2814.372934
-10.0,1,2814.391418
-10.0,1,2814.419541
-10.0,1,2814.439618
-10.0,1,2814.467658
-10.0,1,2814.486183
-10.0,1,2814.513347
-10.0,1,2814.531527
-10.0,1,2814.557925
-10.0,1,2814.576162
-10.0,1,2814.604149
-10.0,1,2814.622695
-10.0,1,2814.649692
-10.0,1,2814.667938
-10.0,1,2814.695296
-10.0,1,2814.713624
-10.0,1,2814.737768
-10.0,1,2814.758769
-10.0,1,2814.786692
-10.0,1,2814.805223
-10.0,1,2814.829868
-10.0,1,2814.854099
-10.0,1,2814.881618
-10.0,1,2814.900249
-10.0,1,2814.925624
-10.0,1,2814.943583
-10.0,1,2814.975301
-10.0,1,2814.993999
-10.0,1,2815.019054
-10.0,1,2815.037269
-10.0,1,2815.067754
-10.0,1,2815.085545
-10.0,1,2815.110642
-10.0,1,2815.129091
-10.0,1,2815.160041
-10.0,1,2815.178138
-10.0,1,2815.20695
-10.0,1,2815.226117
-10.0,1,2815.254669
-10.0,1,2815.278691
-10.0,1,2815.302693
-10.0,1,2815.321182
-10.0,1,2815.351584
-10.0,1,2815.37137
