#{"t_start": 1754825888.5967047, "env_id": "None"}
r,l,t
-10.0,1,395.649757
-10.0,1,395.667574
-10.0,1,395.694757
-10.0,1,395.713063
-10.0,1,395.742184
-10.0,1,395.760209
-10.0,1,395.784141
-10.0,1,395.8039
-10.0,1,395.837144
-10.0,1,395.858979
-10.0,1,395.88949
-10.0,1,395.908381
-10.0,1,395.936551
-10.0,1,395.956629
-10.0,1,395.981535
-10.0,1,395.999518
-10.0,1,396.026811
-10.0,1,396.045371
-10.0,1,396.072827
-10.0,1,396.092745
-10.0,1,396.127747
-10.0,1,396.147172
-10.0,1,396.176772
-10.0,1,396.200685
-10.0,1,396.230066
-10.0,1,396.24794
-10.0,1,396.275386
-10.0,1,396.294033
-10.0,1,396.321403
-10.0,1,396.339614
-10.0,1,396.364868
-10.0,1,396.389184
-10.0,1,396.417085
-10.0,1,396.435239
-10.0,1,396.462442
-10.0,1,396.483275
-10.0,1,396.509962
-10.0,1,396.551487
-10.0,1,396.582022
-10.0,1,396.609077
-10.0,1,396.669519
-10.0,1,396.703509
-10.0,1,396.728723
-10.0,1,396.75988
-10.0,1,396.787082
-10.0,1,396.806436
-10.0,1,396.833412
-10.0,1,396.85159
-10.0,1,396.88391
-10.0,1,396.903791
-10.0,1,396.929057
-10.0,1,396.946551
-10.0,1,396.974336
-10.0,1,396.991726
-10.0,1,397.018213
-10.0,1,397.038381
-10.0,1,397.065549
-10.0,1,397.084023
-10.0,1,397.11049
-10.0,1,397.129269
-10.0,1,397.166128
-10.0,1,397.182441
-10.0,1,397.206558
-10.0,1,397.224477
-10.0,1,397.250375
-10.0,1,397.266995
-10.0,1,397.289053
-10.0,1,397.30548
-10.0,1,397.338717
-10.0,1,397.358993
-10.0,1,397.385958
-10.0,1,397.404961
-10.0,1,397.446284
-10.0,1,397.467309
-10.0,1,397.490189
-10.0,1,397.50684
-10.0,1,397.535363
-10.0,1,397.552946
-10.0,1,397.57671
-10.0,1,397.601513
-10.0,1,397.635711
-10.0,1,397.655688
-10.0,1,397.687301
-10.0,1,397.705752
-10.0,1,397.740709
-10.0,1,397.765655
-10.0,1,397.790773
-10.0,1,397.811195
-10.0,1,397.847911
-10.0,1,397.868625
-10.0,1,397.89961
-10.0,1,397.916296
-10.0,1,397.946821
-10.0,1,397.963793
-10.0,1,397.987424
-10.0,1,398.004382
-10.0,1,398.037299
-10.0,1,398.059147
-10.0,1,398.087436
-10.0,1,398.106217
-10.0,1,398.138314
-10.0,1,398.159679
-10.0,1,398.186569
-10.0,1,398.209112
-10.0,1,398.24024
-10.0,1,398.25992
-10.0,1,398.284465
-10.0,1,398.320942
-10.0,1,398.374129
-10.0,1,398.477782
-10.0,1,398.50253
-10.0,1,398.538086
-10.0,1,398.575618
-10.0,1,398.597344
-10.0,1,398.622442
-10.0,1,398.639779
-10.0,1,398.666677
-10.0,1,398.688722
-10.0,1,398.713269
-10.0,1,398.731623
-10.0,1,398.759437
-10.0,1,398.783332
-10.0,1,398.807131
-10.0,1,398.826677
-10.0,1,398.858993
-10.0,1,398.877257
-10.0,1,398.909638
-10.0,1,398.928382
-10.0,1,398.959075
-10.0,1,398.978664
-10.0,1,399.00758
-10.0,1,399.027716
-10.0,1,399.057645
-10.0,1,399.079983
-10.0,1,399.109413
-10.0,1,399.128151
-10.0,1,399.153193
-10.0,1,399.169624
-10.0,1,399.192785
-10.0,1,399.21186
-10.0,1,399.237715
-10.0,1,399.254256
-10.0,1,399.278876
-10.0,1,399.295319
-10.0,1,399.321978
-10.0,1,399.337736
-10.0,1,399.360523
-10.0,1,399.378547
-10.0,1,399.415916
-10.0,1,399.434862
-10.0,1,399.46203
-10.0,1,399.483189
-10.0,1,399.513881
-10.0,1,399.532798
-10.0,1,399.559207
-10.0,1,399.577631
-10.0,1,399.606528
-10.0,1,399.628617
-10.0,1,399.65447
-10.0,1,399.67335
-10.0,1,399.702116
-10.0,1,399.727943
-10.0,1,399.760722
-10.0,1,399.784595
-10.0,1,399.820043
-10.0,1,399.841348
-10.0,1,399.870369
-10.0,1,399.890711
-10.0,1,399.924297
-10.0,1,399.946448
-10.0,1,399.975012
-10.0,1,399.995449
-10.0,1,400.029441
-10.0,1,400.052183
-10.0,1,400.080974
-10.0,1,400.112328
-10.0,1,400.154962
-10.0,1,400.181792
-10.0,1,400.225437
-10.0,1,400.24873
-10.0,1,400.288416
-10.0,1,400.309574
-10.0,1,400.338338
-10.0,1,400.361344
-10.0,1,400.392604
-10.0,1,400.421672
-10.0,1,400.451389
-10.0,1,400.476547
-10.0,1,400.504282
-10.0,1,400.521318
-10.0,1,400.545308
-10.0,1,400.566535
-10.0,1,400.597765
-10.0,1,400.61968
-10.0,1,400.646527
-10.0,1,400.670069
-10.0,1,400.701172
-10.0,1,400.721456
-10.0,1,400.748738
-10.0,1,400.772132
-10.0,1,400.802278
-10.0,1,400.822028
-10.0,1,400.851151
-10.0,1,400.87307
-10.0,1,400.905209
-10.0,1,400.930756
-10.0,1,400.958472
-10.0,1,400.979739
-10.0,1,401.008695
-10.0,1,401.027686
-10.0,1,401.055034
-10.0,1,401.077583
-10.0,1,401.110574
-10.0,1,401.13172
-10.0,1,401.161362
-10.0,1,401.180522
-10.0,1,401.221836
-10.0,1,401.243474
-10.0,1,401.274143
-10.0,1,401.298576
-10.0,1,401.329955
-10.0,1,401.349046
-10.0,1,401.380722
-10.0,1,401.401965
-10.0,1,401.435226
-10.0,1,401.452609
-10.0,1,401.479811
-10.0,1,401.497185
-10.0,1,401.525214
-10.0,1,401.542403
-10.0,1,401.56871
-10.0,1,401.58572
-10.0,1,401.615245
-10.0,1,401.632828
-10.0,1,401.657123
-10.0,1,401.674309
-10.0,1,401.718747
-10.0,1,401.743
-10.0,1,401.768361
-10.0,1,401.787931
-10.0,1,401.834584
-10.0,1,401.861004
-10.0,1,401.883147
-10.0,1,401.898785
-10.0,1,401.931992
-10.0,1,401.965971
-10.0,1,401.994717
-10.0,1,402.013967
-10.0,1,402.045382
-10.0,1,402.064976
-10.0,1,402.09011
-10.0,1,402.106981
-10.0,1,402.136263
-10.0,1,402.154655
-10.0,1,402.177553
-10.0,1,402.199657
-10.0,1,402.229106
-10.0,1,402.249542
-10.0,1,402.292122
-10.0,1,402.309544
-10.0,1,402.34153
-10.0,1,402.359549
-10.0,1,402.387326
-10.0,1,402.40574
-10.0,1,402.451249
-10.0,1,402.473369
-10.0,1,402.504275
-10.0,1,402.521405
-10.0,1,402.548172
-10.0,1,402.567809
-10.0,1,402.59481
-10.0,1,402.615144
-10.0,1,402.642581
-10.0,1,402.66184
-10.0,1,402.686196
-10.0,1,402.703822
-10.0,1,402.730966
-10.0,1,402.74811
-10.0,1,402.773503
-10.0,1,402.792225
-10.0,1,402.818359
-10.0,1,402.837154
-10.0,1,402.861099
-10.0,1,402.88027
-10.0,1,402.911501
-10.0,1,402.940463
-10.0,1,402.973079
-10.0,1,402.993663
-10.0,1,403.022029
-10.0,1,403.04104
-10.0,1,403.068405
-10.0,1,403.091476
-10.0,1,403.121413
-10.0,1,403.139861
-10.0,1,403.165993
-10.0,1,403.187362
-10.0,1,403.229652
-10.0,1,403.247385
-10.0,1,403.272687
-10.0,1,403.291618
-10.0,1,403.31775
-10.0,1,403.334974
-10.0,1,403.360832
-10.0,1,403.378138
-10.0,1,403.40797
-10.0,1,403.429052
-10.0,1,403.455521
-10.0,1,403.478904
-10.0,1,403.51887
-10.0,1,403.535188
-10.0,1,403.559009
-10.0,1,403.577166
-10.0,1,403.606118
-10.0,1,403.625097
-10.0,1,403.649245
-10.0,1,403.666242
-10.0,1,403.692945
-10.0,1,403.714273
-10.0,1,403.743251
-10.0,1,403.76879
-10.0,1,403.796899
-10.0,1,403.820003
-10.0,1,403.848253
-10.0,1,403.869378
-10.0,1,403.898667
-10.0,1,403.922153
-10.0,1,403.947846
-10.0,1,403.9666
-10.0,1,403.999691
-10.0,1,404.018108
-10.0,1,404.040664
-10.0,1,404.057556
-10.0,1,404.084087
-10.0,1,404.102621
-10.0,1,404.131172
-10.0,1,404.147624
-10.0,1,404.173592
-10.0,1,404.194702
-10.0,1,404.220137
-10.0,1,404.239663
-10.0,1,404.267731
-10.0,1,404.284331
-10.0,1,404.306811
-10.0,1,404.323478
-10.0,1,404.351944
-10.0,1,404.368545
-10.0,1,404.392243
-10.0,1,404.409144
-10.0,1,404.439628
-10.0,1,404.457663
-10.0,1,404.484945
-10.0,1,404.501694
-10.0,1,404.528535
-10.0,1,404.548105
-10.0,1,404.571311
-10.0,1,404.588811
-10.0,1,404.614923
-10.0,1,404.633955
-10.0,1,404.659832
-10.0,1,404.676743
-10.0,1,404.702891
-10.0,1,404.719947
-10.0,1,404.743019
-10.0,1,404.763496
-10.0,1,404.78884
-10.0,1,404.803739
-10.0,1,404.825453
-10.0,1,404.842182
-10.0,1,404.87304
-10.0,1,404.890838
-10.0,1,404.91472
-10.0,1,404.931579
-10.0,1,404.962332
-10.0,1,404.979995
-10.0,1,405.005769
-10.0,1,405.027162
-10.0,1,405.079746
-10.0,1,405.097059
-10.0,1,405.12003
-10.0,1,405.136907
-10.0,1,405.167241
-10.0,1,405.185501
-10.0,1,405.209156
-10.0,1,405.226547
-10.0,1,405.253042
-10.0,1,405.27094
-10.0,1,405.297054
-10.0,1,405.314552
-10.0,1,405.341767
-10.0,1,405.361542
-10.0,1,405.388361
-10.0,1,405.407687
-10.0,1,405.469295
-10.0,1,405.486691
-10.0,1,405.508999
-10.0,1,405.526792
-10.0,1,405.557694
-10.0,1,405.575932
-10.0,1,405.6022
-10.0,1,405.618608
-10.0,1,405.644487
-10.0,1,405.664636
-10.0,1,405.688926
-10.0,1,405.708402
-10.0,1,405.735041
-10.0,1,405.755917
-10.0,1,405.782033
-10.0,1,405.803648
-10.0,1,405.84074
-10.0,1,405.861699
-10.0,1,405.889317
-10.0,1,405.9142
-10.0,1,405.946796
-10.0,1,405.96778
-10.0,1,405.998502
-10.0,1,406.022644
-10.0,1,406.053916
-10.0,1,406.073076
-10.0,1,406.10003
-10.0,1,406.119092
-10.0,1,406.150758
-10.0,1,406.168763
-10.0,1,406.200824
-10.0,1,406.222527
-10.0,1,406.258586
-10.0,1,406.288124
-10.0,1,406.312058
-10.0,1,406.33417
-10.0,1,406.362718
-10.0,1,406.38071
-10.0,1,406.405645
-10.0,1,406.430944
-10.0,1,406.458789
-10.0,1,406.476354
-10.0,1,406.502525
-10.0,1,406.520964
-10.0,1,406.550935
-10.0,1,406.570805
-10.0,1,406.604283
-10.0,1,406.627605
-10.0,1,406.662319
-10.0,1,406.679957
-10.0,1,406.703495
-10.0,1,406.720132
-10.0,1,406.749063
-10.0,1,406.765139
-10.0,1,406.787961
-10.0,1,406.806941
-10.0,1,406.832568
-10.0,1,406.851297
-10.0,1,406.873387
-10.0,1,406.888055
-10.0,1,406.913193
-10.0,1,406.929338
-10.0,1,406.956246
-10.0,1,406.971901
-10.0,1,407.000057
-10.0,1,407.020672
-10.0,1,407.0486
-10.0,1,407.069859
-10.0,1,407.094631
-10.0,1,407.112801
-10.0,1,407.135819
-10.0,1,407.152678
-10.0,1,407.180238
-10.0,1,407.205199
-10.0,1,407.228179
-10.0,1,407.247164
-10.0,1,407.285475
-10.0,1,407.30161
-10.0,1,407.324693
-10.0,1,407.341242
-10.0,1,407.370113
-10.0,1,407.387238
-10.0,1,407.409893
-10.0,1,407.429444
-10.0,1,407.457293
-10.0,1,407.479882
-10.0,1,407.502487
-10.0,1,407.519372
-10.0,1,407.544733
-10.0,1,407.561442
-10.0,1,407.58663
-10.0,1,407.603765
-10.0,1,407.629807
-10.0,1,407.646314
-10.0,1,407.66933
-10.0,1,407.688112
-10.0,1,407.716173
-10.0,1,407.732772
-10.0,1,407.760525
-10.0,1,407.777706
-10.0,1,407.807355
-10.0,1,407.82473
-10.0,1,407.84868
-10.0,1,407.865871
-10.0,1,407.892453
-10.0,1,407.911822
-10.0,1,407.938292
-10.0,1,407.955113
-10.0,1,407.987377
-10.0,1,408.006504
-10.0,1,408.034907
-10.0,1,408.054765
-10.0,1,408.083962
-10.0,1,408.105885
-10.0,1,408.129536
-10.0,1,408.147897
-10.0,1,408.177031
-10.0,1,408.19843
-10.0,1,408.226132
-10.0,1,408.243519
-10.0,1,408.272758
-10.0,1,408.291305
-10.0,1,408.315499
-10.0,1,408.332487
-10.0,1,408.35864
-10.0,1,408.37563
-10.0,1,408.407717
-10.0,1,408.427353
-10.0,1,408.455278
-10.0,1,408.477527
-10.0,1,408.502405
-10.0,1,408.527742
-10.0,1,408.562003
-10.0,1,408.581133
-10.0,1,408.607682
-10.0,1,408.633342
-10.0,1,408.664454
-10.0,1,408.686336
-10.0,1,408.718153
-10.0,1,408.73997
-10.0,1,408.77169
-10.0,1,408.792305
-10.0,1,408.82164
-10.0,1,408.844149
-10.0,1,408.875864
-10.0,1,408.896402
-10.0,1,408.921298
-10.0,1,408.941473
-10.0,1,408.970859
-10.0,1,408.989047
-10.0,1,409.017425
-10.0,1,409.038364
-10.0,1,409.070705
-10.0,1,409.090501
-10.0,1,409.11673
-10.0,1,409.133943
-10.0,1,409.163501
-10.0,1,409.182652
-10.0,1,409.212392
-10.0,1,409.230417
-10.0,1,409.263937
-10.0,1,409.282321
-10.0,1,409.312256
-10.0,1,409.333437
-10.0,1,409.369447
-10.0,1,409.390782
-10.0,1,409.421136
-10.0,1,409.444108
-10.0,1,409.483221
-10.0,1,409.503941
-10.0,1,409.532588
-10.0,1,409.552111
-10.0,1,409.582787
-10.0,1,409.600043
-10.0,1,409.624089
-10.0,1,409.641737
-10.0,1,409.671361
-10.0,1,409.692991
-10.0,1,409.718011
-10.0,1,409.735921
-10.0,1,409.766949
-10.0,1,409.788445
-10.0,1,409.814413
-10.0,1,409.832553
-10.0,1,409.861449
-10.0,1,409.8862
-10.0,1,409.911685
-10.0,1,409.931692
-10.0,1,409.960614
-10.0,1,409.986527
-10.0,1,410.015637
-10.0,1,410.037866
-10.0,1,410.071952
-10.0,1,410.09688
-10.0,1,410.126148
-10.0,1,410.155442
-10.0,1,410.182988
-10.0,1,410.209377
-10.0,1,410.237181
-10.0,1,410.255027
-10.0,1,410.287509
-10.0,1,410.310456
-10.0,1,410.340867
-10.0,1,410.362613
-10.0,1,410.396906
-10.0,1,410.420791
-10.0,1,410.45566
-10.0,1,410.481764
-10.0,1,410.52276
-10.0,1,410.546051
-10.0,1,410.575122
-10.0,1,410.597883
-10.0,1,410.634907
-10.0,1,410.657216
-10.0,1,410.683302
-10.0,1,410.703486
-10.0,1,410.734967
-10.0,1,410.75215
-10.0,1,410.778571
-10.0,1,410.796274
-10.0,1,410.821043
-10.0,1,410.840289
-10.0,1,410.867325
-10.0,1,410.884444
-10.0,1,410.911886
-10.0,1,410.930711
-10.0,1,410.953679
-10.0,1,410.97101
-10.0,1,411.002107
-10.0,1,411.021636
-10.0,1,411.050462
-10.0,1,411.070153
-10.0,1,411.10153
-10.0,1,411.120585
-10.0,1,411.150988
-10.0,1,411.170148
-10.0,1,411.206517
-10.0,1,411.228732
-10.0,1,411.261491
-10.0,1,411.281151
-10.0,1,411.313845
-10.0,1,411.332532
-10.0,1,411.363498
-10.0,1,411.383012
-10.0,1,411.416169
-10.0,1,411.435093
-10.0,1,411.471026
-10.0,1,411.48863
-10.0,1,411.517605
-10.0,1,411.53694
-10.0,1,411.568944
-10.0,1,411.587716
-10.0,1,411.621404
-10.0,1,411.641772
-10.0,1,411.669938
-10.0,1,411.689224
-10.0,1,411.716141
-10.0,1,411.732744
-10.0,1,411.757552
-10.0,1,411.778325
-10.0,1,411.806001
-10.0,1,411.825553
-10.0,1,411.855404
-10.0,1,411.87747
-10.0,1,411.910183
-10.0,1,411.929324
-10.0,1,411.958772
-10.0,1,411.977789
-10.0,1,412.005704
-10.0,1,412.022502
-10.0,1,412.046492
-10.0,1,412.063393
-10.0,1,412.092558
-10.0,1,412.109485
-10.0,1,412.13276
-10.0,1,412.14904
-10.0,1,412.176554
-10.0,1,412.198881
-10.0,1,412.223465
-10.0,1,412.239625
-10.0,1,412.26804
-10.0,1,412.284838
-10.0,1,412.309418
-10.0,1,412.325561
-10.0,1,412.355482
-10.0,1,412.374849
-10.0,1,412.406098
-10.0,1,412.426448
-10.0,1,412.459246
-10.0,1,412.481249
-10.0,1,412.512242
-10.0,1,412.532494
-10.0,1,412.563877
-10.0,1,412.584899
-10.0,1,412.615159
-10.0,1,412.635238
-10.0,1,412.666841
-10.0,1,412.686178
-10.0,1,412.717143
-10.0,1,412.736123
-10.0,1,412.769857
-10.0,1,412.788218
-10.0,1,412.817218
-10.0,1,412.834229
-10.0,1,412.866693
-10.0,1,412.886413
-10.0,1,412.913072
-10.0,1,412.93594
-10.0,1,412.965325
-10.0,1,412.98178
-10.0,1,413.004636
-10.0,1,413.025416
-10.0,1,413.050882
-10.0,1,413.068441
-10.0,1,413.091957
-10.0,1,413.108937
-10.0,1,413.137103
-10.0,1,413.154419
-10.0,1,413.178169
-10.0,1,413.204067
-10.0,1,413.239064
-10.0,1,413.259282
-10.0,1,413.290445
-10.0,1,413.310197
-10.0,1,413.343741
-10.0,1,413.364289
-10.0,1,413.389656
-10.0,1,413.410554
-10.0,1,413.445979
-10.0,1,413.469947
-10.0,1,413.527338
-10.0,1,413.584204
-10.0,1,413.646053
-10.0,1,413.692604
-10.0,1,413.717
-10.0,1,413.733953
-10.0,1,413.763624
-10.0,1,413.788912
-10.0,1,413.813818
-10.0,1,413.835236
-10.0,1,413.870777
-10.0,1,413.888465
-10.0,1,413.912953
-10.0,1,413.933289
-10.0,1,413.962389
-10.0,1,413.984777
-10.0,1,414.009961
-10.0,1,414.032937
-10.0,1,414.063359
-10.0,1,414.087635
-10.0,1,414.114623
-10.0,1,414.137388
-10.0,1,414.172632
-10.0,1,414.203467
-10.0,1,414.241433
-10.0,1,414.297761
-10.0,1,414.33041
-10.0,1,414.352647
-10.0,1,414.38282
-10.0,1,414.404403
-10.0,1,414.438131
-10.0,1,414.461194
-10.0,1,414.495733
-10.0,1,414.519118
-10.0,1,414.552617
-10.0,1,414.574726
-10.0,1,414.607397
-10.0,1,414.628418
-10.0,1,414.665377
-10.0,1,414.687154
-10.0,1,414.722628
-10.0,1,414.746076
-10.0,1,414.775498
-10.0,1,414.794594
-10.0,1,414.8229
-10.0,1,414.841529
-10.0,1,414.870373
-10.0,1,414.887961
-10.0,1,414.913469
-10.0,1,414.932923
-10.0,1,414.962836
-10.0,1,414.983192
-10.0,1,415.008256
-10.0,1,415.027446
-10.0,1,415.053857
-10.0,1,415.071071
-10.0,1,415.101897
-10.0,1,415.121113
-10.0,1,415.149183
-10.0,1,415.166693
-10.0,1,415.199119
-10.0,1,415.216228
-10.0,1,415.248529
-10.0,1,415.268059
-10.0,1,415.293422
-10.0,1,415.32323
-10.0,1,415.352944
-10.0,1,415.371998
-10.0,1,415.397436
-10.0,1,415.416384
-10.0,1,415.449562
-10.0,1,415.477818
-10.0,1,415.510165
-10.0,1,415.532727
-10.0,1,415.566364
-10.0,1,415.584819
-10.0,1,415.611546
-10.0,1,415.634965
-10.0,1,415.666586
-10.0,1,415.685561
-10.0,1,415.722408
-10.0,1,415.74123
-10.0,1,415.772975
-10.0,1,415.791867
-10.0,1,415.820555
-10.0,1,415.842408
-10.0,1,415.87828
-10.0,1,415.900435
-10.0,1,415.927735
-10.0,1,415.947995
-10.0,1,415.982441
-10.0,1,416.001715
-10.0,1,416.032202
-10.0,1,416.055598
-10.0,1,416.088606
-10.0,1,416.108727
-10.0,1,416.136864
-10.0,1,416.155996
-10.0,1,416.188135
-10.0,1,416.214321
-10.0,1,416.23697
-10.0,1,416.254744
-10.0,1,416.282149
-10.0,1,416.302516
-10.0,1,416.32915
-10.0,1,416.347346
-10.0,1,416.385111
-10.0,1,416.407311
-10.0,1,416.435925
-10.0,1,416.456764
-10.0,1,416.49107
-10.0,1,416.515449
-10.0,1,416.542947
-10.0,1,416.562898
-10.0,1,416.592263
-10.0,1,416.61789
-10.0,1,416.648587
-10.0,1,416.671166
-10.0,1,416.707126
-10.0,1,416.728527
-10.0,1,416.755188
-10.0,1,416.776042
-10.0,1,416.812712
-10.0,1,416.831
-10.0,1,416.856581
-10.0,1,416.875714
-10.0,1,416.908868
-10.0,1,416.931753
-10.0,1,416.963595
-10.0,1,416.986762
-10.0,1,417.023534
-10.0,1,417.049372
-10.0,1,417.080137
-10.0,1,417.101591
-10.0,1,417.139513
-10.0,1,417.162715
-10.0,1,417.196143
-10.0,1,417.215416
-10.0,1,417.245328
-10.0,1,417.26602
-10.0,1,417.292339
-10.0,1,417.312018
-10.0,1,417.344098
-10.0,1,417.364307
-10.0,1,417.391475
-10.0,1,417.407885
-10.0,1,417.434242
-10.0,1,417.453855
-10.0,1,417.483867
-10.0,1,417.500917
-10.0,1,417.528045
-10.0,1,417.55022
-10.0,1,417.57632
-10.0,1,417.596641
-10.0,1,417.629184
-10.0,1,417.652967
-10.0,1,417.681331
-10.0,1,417.703106
-10.0,1,417.73555
-10.0,1,417.757893
-10.0,1,417.785431
-10.0,1,417.804641
-10.0,1,417.83277
-10.0,1,417.852815
-10.0,1,417.881056
-10.0,1,417.901324
-10.0,1,417.934727
-10.0,1,417.956411
-10.0,1,417.98414
-10.0,1,418.004615
-10.0,1,418.033768
-10.0,1,418.055029
-10.0,1,418.084137
-10.0,1,418.107417
-10.0,1,418.13944
-10.0,1,418.164302
-10.0,1,418.199265
-10.0,1,418.217685
-10.0,1,418.24873
-10.0,1,418.27255
-10.0,1,418.304657
-10.0,1,418.324254
-10.0,1,418.356982
-10.0,1,418.375601
-10.0,1,418.406594
-10.0,1,418.42635
-10.0,1,418.457914
-10.0,1,418.477989
-10.0,1,418.510705
-10.0,1,418.528846
-10.0,1,418.557555
-10.0,1,418.575632
-10.0,1,418.602425
-10.0,1,418.62006
-10.0,1,418.647613
-10.0,1,418.666124
-10.0,1,418.689661
-10.0,1,418.709039
-10.0,1,418.736114
-10.0,1,418.754216
-10.0,1,418.778108
-10.0,1,418.795589
-10.0,1,418.824193
-10.0,1,418.84234
-10.0,1,418.867634
-10.0,1,418.888822
-10.0,1,418.916687
-10.0,1,418.932197
-10.0,1,418.953785
-10.0,1,418.969591
-10.0,1,418.996813
-10.0,1,419.015202
-10.0,1,419.042409
-10.0,1,419.061278
-10.0,1,419.092313
-10.0,1,419.111147
-10.0,1,419.141302
-10.0,1,419.160769
-10.0,1,419.194703
-10.0,1,419.215281
-10.0,1,419.245384
-10.0,1,419.265328
-10.0,1,419.29763
-10.0,1,419.318543
-10.0,1,419.351746
-10.0,1,419.373618
-10.0,1,419.404589
-10.0,1,419.426568
-10.0,1,419.457484
-10.0,1,419.478661
-10.0,1,419.512225
-10.0,1,419.531737
-10.0,1,419.563828
-10.0,1,419.58453
-10.0,1,419.614945
-10.0,1,419.635038
-10.0,1,419.662629
-10.0,1,419.679685
-10.0,1,419.705769
-10.0,1,419.722662
-10.0,1,419.749763
-10.0,1,419.767268
-10.0,1,419.7937
-10.0,1,419.810377
-10.0,1,419.833041
-10.0,1,419.854954
-10.0,1,419.881171
-10.0,1,419.898626
-10.0,1,419.92241
-10.0,1,419.939927
-10.0,1,419.967435
-10.0,1,419.984061
-10.0,1,420.007156
-10.0,1,420.023618
-10.0,1,420.049416
-10.0,1,420.06845
-10.0,1,420.091544
-10.0,1,420.110925
-10.0,1,420.137069
-10.0,1,420.159821
-10.0,1,420.188636
-10.0,1,420.209417
-10.0,1,420.239658
-10.0,1,420.261435
-10.0,1,420.291398
-10.0,1,420.309707
-10.0,1,420.336289
-10.0,1,420.355421
-10.0,1,420.380788
-10.0,1,420.398529
-10.0,1,420.425621
-10.0,1,420.444997
-10.0,1,420.48178
-10.0,1,420.504014
-10.0,1,420.535156
-10.0,1,420.554835
-10.0,1,420.583482
-10.0,1,420.608418
-10.0,1,420.638376
-10.0,1,420.660272
-10.0,1,420.683333
-10.0,1,420.703491
-10.0,1,420.730136
-10.0,1,420.749468
-10.0,1,420.774391
-10.0,1,420.796589
-10.0,1,420.826913
-10.0,1,420.844239
-10.0,1,420.868757
-10.0,1,420.886452
-10.0,1,420.916615
-10.0,1,420.933322
-10.0,1,420.956569
-10.0,1,420.974324
-10.0,1,421.003645
-10.0,1,421.020977
-10.0,1,421.042603
-10.0,1,421.073025
-10.0,1,421.098097
-10.0,1,421.1183
-10.0,1,421.140925
-10.0,1,421.157674
-10.0,1,421.213364
-10.0,1,421.248265
-10.0,1,421.306173
-10.0,1,421.342751
-10.0,1,421.907593
-10.0,1,421.972833
-10.0,1,422.033793
-10.0,1,422.081517
-10.0,1,422.153865
-10.0,1,422.18385
-10.0,1,422.227108
-10.0,1,422.24543
-10.0,1,422.287956
-10.0,1,422.309352
-10.0,1,422.342041
-10.0,1,422.38084
-10.0,1,422.423325
-10.0,1,422.445908
-10.0,1,422.489449
-10.0,1,422.509831
-10.0,1,422.556031
-10.0,1,422.577956
-10.0,1,422.618406
-10.0,1,422.667446
-10.0,1,422.74754
-10.0,1,422.783329
-10.0,1,422.900027
-10.0,1,422.990652
-10.0,1,423.027935
-10.0,1,423.056167
-10.0,1,423.086355
-10.0,1,423.109153
-10.0,1,423.147054
-10.0,1,423.173308
-10.0,1,423.209126
-10.0,1,423.236163
-10.0,1,423.268413
-10.0,1,423.28931
-10.0,1,423.319575
-10.0,1,423.342113
-10.0,1,423.3805
-10.0,1,423.402573
-10.0,1,423.434684
-10.0,1,423.456114
-10.0,1,423.493536
-10.0,1,423.51218
-10.0,1,423.546923
-10.0,1,423.569307
-10.0,1,423.601924
-10.0,1,423.62306
-10.0,1,423.656733
-10.0,1,423.677355
-10.0,1,423.708848
-10.0,1,423.729404
-10.0,1,423.759299
-10.0,1,423.78042
-10.0,1,423.823518
-10.0,1,423.851062
-10.0,1,423.911866
-10.0,1,423.940459
-10.0,1,423.976832
-10.0,1,424.002014
-10.0,1,424.034503
-10.0,1,424.058965
-10.0,1,424.091736
-10.0,1,424.110325
-10.0,1,424.137377
-10.0,1,424.157351
-10.0,1,424.188564
-10.0,1,424.210537
-10.0,1,424.243638
-10.0,1,424.266565
-10.0,1,424.297845
-10.0,1,424.315583
-10.0,1,424.339295
-10.0,1,424.357553
-10.0,1,424.391958
